Date,PhaseName,Rank,Medal,Person/Team,Country, ,Age (days),Result
22-Aug-2004,Athletics Triple Jump Men - Olympic Games 2004,5,,"Jadel Gregório (BRA, 16 Sep 1980)",Brazil,,23-341,17.31
22-Aug-2004,Diving 10m Platform Women - Olympic Games 2004,16,,"Juliana Veloso (BRA, 22 Dec 1980)",Brazil,,23-244,469.95
22-Aug-2004,Gymnastics - Artistic Floor Exercise Men - Olympic Games 2004,58,,"Mosiah Rodrigues (BRA, 31 Aug 1981)",Brazil,,22-357,9.075
22-Aug-2004,Gymnastics - Artistic Pommel Horse Men - Olympic Games 2004,21,,"Mosiah Rodrigues (BRA, 31 Aug 1981)",Brazil,,22-357,9.600
22-Aug-2004,Gymnastics - Artistic Rings Men - Olympic Games 2004,71,,"Mosiah Rodrigues (BRA, 31 Aug 1981)",Brazil,,22-357,8.600
22-Aug-2004,Gymnastics - Artistic Uneven Bars Women - Olympic Games 2004,14,,"Daniele Hypólito (BRA, 08 Sep 1984)",Brazil,,19-349,9.575
22-Aug-2004,Gymnastics - Artistic Uneven Bars Women - Olympic Games 2004,30,,"Camila Comin (BRA, 31 Mar 1983)",Brazil,,21-144,9.412
22-Aug-2004,Gymnastics - Artistic Uneven Bars Women - Olympic Games 2004,35,,"Ana Paula Rodrigues (BRA, 20 Jan 1988)",Brazil,,16-215,9.375
22-Aug-2004,Gymnastics - Artistic Uneven Bars Women - Olympic Games 2004,67,,"Daiane Dos Santos (BRA, 10 Feb 1983)",Brazil,,21-194,8.800
22-Aug-2004,Gymnastics - Artistic Uneven Bars Women - Olympic Games 2004,69,,"Lais Souza (BRA, 13 Dec 1988)",Brazil,,15-253,8.762
22-Aug-2004,Rowing Lightweight Double Sculls Men - Olympic Games 2004,19,,Sobral Junior / Gomes,Brazil,,25-196,6:26.98
22-Aug-2004,Table Tennis Singles Women - Olympic Games 2004,49,,"Ligia Silva (BRA, 06 Mar 1981)",Brazil,,23-169,
22-Aug-2004,Tennis Singles Men - Olympic Games 2004,33,,"Gustavo Kuerten (BRA, 10 Sep 1976)",Brazil,,27-347,
22-Aug-2004,Tennis Singles Men - Olympic Games 2004,33,,"Flávio Saretta (BRA, 28 Jun 1980)",Brazil,,24-055,
21-Aug-2004,Athletics 100m Women - Olympic Games 2004,23,,"Rosemar Coelho Neto (BRA, 02 Jan 1977)",Brazil,,27-232,11.45
21-Aug-2004,Athletics Discus Throw Women - Olympic Games 2004,25,,"Elisângela Adriano (BRA, 27 Jul 1972)",Brazil,,32-025,58.13
21-Aug-2004,Rowing Single Sculls Men - Olympic Games 2004,13,,"Anderson Nocetti (BRA, 05 Mar 1974)",Brazil,,30-169,6:53.64
21-Aug-2004,Rowing Single Sculls Women - Olympic Games 2004,14,,"Fabiana Beltrame (BRA, 09 Apr 1982)",Brazil,,22-134,7:43.38
21-Aug-2004,Sailing 470 Men - Olympic Games 2004,8,,A. Paradeda / Arndt,Brazil,,34-171,104
21-Aug-2004,Sailing 470 Women - Olympic Games 2004,17,,Oliveira Horn / Kostiw,Brazil,,27-019,119
21-Aug-2004,Sailing Finn Men - Olympic Games 2004,10,,"João Signorini (BRA, 22 Jul 1977)",Brazil,,27-030,113
21-Aug-2004,Swimming 4 x 100m Medley Relay Men - Olympic Games 2004,15,,Brazil,Brazil,,23-070,3:44.41
21-Aug-2004,Swimming 50m Freestyle Women - Olympic Games 2004,8,,"Flávia Cazziolato (BRA, 28 Dec 1983)",Brazil,,20-237,25.20
21-Aug-2004,Swimming 50m Freestyle Women - Olympic Games 2004,11,,"Rebeca Gusmão (BRA, 24 Aug 1984)",Brazil,,19-363,25.31
21-Aug-2004,Tennis Doubles Men - Olympic Games 2004,9,,Sá / Saretta,Brazil,,25-264,
20-Aug-2004,Athletics 20km Walk Men - Olympic Games 2004,14,,"José Alessandro Bagio (BRA, 16 Apr 1981)",Brazil,,23-126,1:23:33
20-Aug-2004,Judo +100kg Men - Olympic Games 2004,9,,"Daniel Andrey Hernandes (BRA, 16 Apr 1979)",Brazil,,25-126,
20-Aug-2004,Swimming 50m Freestyle Men - Olympic Games 2004,11,,"Fernando Scherer (BRA, 06 Oct 1974)",Brazil,,29-319,22.27
20-Aug-2004,Swimming 100m Butterfly Men - Olympic Games 2004,6,,"Gabriel Mangabeira (BRA, 31 Jan 1982)",Brazil,,22-202,52.34
20-Aug-2004,Swimming 100m Butterfly Men - Olympic Games 2004,17,,"Kaio Almeida (BRA, 19 Oct 1984)",Brazil,,19-306,53.22
19-Aug-2004,Gymnastics - Artistic Individual All-Around Women - Olympic Games 2004,12,,"Daniele Hypólito (BRA, 08 Sep 1984)",Brazil,,19-346,36.961
19-Aug-2004,Gymnastics - Artistic Individual All-Around Women - Olympic Games 2004,16,,"Camila Comin (BRA, 31 Mar 1983)",Brazil,,21-141,36.074
19-Aug-2004,Gymnastics - Artistic Individual All-Around Women - Olympic Games 2004,31,,"Ana Paula Rodrigues (BRA, 20 Jan 1988)",Brazil,,16-212,36.386
19-Aug-2004,Gymnastics - Artistic Individual All-Around Women - Olympic Games 2004,34,,"Lais Souza (BRA, 13 Dec 1988)",Brazil,,15-250,36.199
19-Aug-2004,Gymnastics - Artistic Individual All-Around Women - Olympic Games 2004,74,,"Daiane Dos Santos (BRA, 10 Feb 1983)",Brazil,,21-191,27.687
19-Aug-2004,Gymnastics - Artistic Individual All-Around Women - Olympic Games 2004,98,,"Caroline Molinari (BRA, 13 Oct 1986)",Brazil,,17-311,7.512
19-Aug-2004,Judo 78kg Women - Olympic Games 2004,7,,"Edinanci Silva (BRA, 23 Aug 1976)",Brazil,,27-362,
19-Aug-2004,Judo 100kg Men - Olympic Games 2004,21,,"Mario Sabino Jr (BRA, 23 Sep 1972)",Brazil,,31-331,
19-Aug-2004,Swimming 100m Freestyle Women - Olympic Games 2004,20,,"Rebeca Gusmão (BRA, 24 Aug 1984)",Brazil,,19-361,56.26
19-Aug-2004,Swimming 200m Backstroke Men - Olympic Games 2004,15,,"Rogério Romero (BRA, 22 Nov 1969)",Brazil,,34-271,2:00.48
19-Aug-2004,Swimming 200m Individual Medley Men - Olympic Games 2004,5,,"Thiago Pereira (BRA, 26 Jan 1986)",Brazil,,18-206,2:00.11
19-Aug-2004,Swimming 200m Individual Medley Men - Olympic Games 2004,26,,"Diogo Yabe (BRA, 08 Aug 1980)",Brazil,,24-011,2:03.86
18-Aug-2004,Athletics Shot Put Women - Olympic Games 2004,16,,"Elisângela Adriano (BRA, 27 Jul 1972)",Brazil,,32-022,17.44
18-Aug-2004,Fencing Individual Foil Women - Olympic Games 2004,20,,"Maria Julia Herklotz (BRA, 04 Nov 1975)",Brazil,,28-288,
18-Aug-2004,Gymnastics - Artistic Individual All-Around Men - Olympic Games 2004,33,,"Mosiah Rodrigues (BRA, 31 Aug 1981)",Brazil,,22-353,54.899
18-Aug-2004,Judo 90kg Men - Olympic Games 2004,9,,"Carlos-Eduardo Honorato (BRA, 09 Nov 1974)",Brazil,,29-283,
18-Aug-2004,Swimming 4 x 200m Freestyle Relay Women - Olympic Games 2004,7,,Brazil,Brazil,,21-014,8:05.29
18-Aug-2004,Swimming 100m Freestyle Men - Olympic Games 2004,33,,"Jader Souza (BRA, 13 Mar 1982)",Brazil,,22-158,50.67
18-Aug-2004,Swimming 200m Breaststroke Men - Olympic Games 2004,24,,"Eduardo Fischer (BRA, 25 Mar 1980)",Brazil,,24-146,2:16.04
17-Aug-2004,Fencing Individual Sabre Women - Olympic Games 2004,22,,"Elora Pattaro (BRA, 16 Feb 1986)",Brazil,,18-183,
17-Aug-2004,Gymnastics - Artistic Team Women - Olympic Games 2004,9,,Brazil,Brazil,,18-301,147.345
17-Aug-2004,Judo 63kg Women - Olympic Games 2004,19,,"Vânia Ishii (BRA, 19 Aug 1973)",Brazil,,30-364,
17-Aug-2004,Judo 81kg Men - Olympic Games 2004,3,B,"Flávio Canto (BRA, 16 Apr 1975)",Brazil,,29-123,
17-Aug-2004,Swimming 4 x 200m Freestyle Relay Men - Olympic Games 2004,9,,Brazil,Brazil,,24-124,7:22.70
17-Aug-2004,Swimming 200m Butterfly Men - Olympic Games 2004,19,,"Kaio Almeida (BRA, 19 Oct 1984)",Brazil,,19-303,1:59.23
17-Aug-2004,Swimming 200m Freestyle Women - Olympic Games 2004,23,,"Mariana Brochado (BRA, 18 Dec 1984)",Brazil,,19-243,2:02.91
17-Aug-2004,Swimming 200m Individual Medley Women - Olympic Games 2004,11,,"Joanna Maranhão (BRA, 29 Apr 1987)",Brazil,,17-110,2:15.43
16-Aug-2004,Judo 57kg Women - Olympic Games 2004,9,,"Danielle Zangrando (BRA, 25 Jul 1979)",Brazil,,25-022,
16-Aug-2004,Judo 73kg Men - Olympic Games 2004,3,B,"Leandro Guilheiro (BRA, 07 Aug 1983)",Brazil,,21-009,
16-Aug-2004,Swimming 100m Backstroke Men - Olympic Games 2004,32,,"Paulo Machado (BRA, 24 Jul 1978)",Brazil,,26-023,57.07
16-Aug-2004,Swimming 200m Freestyle Men - Olympic Games 2004,20,,"Rodrigo Castro (BRA, 21 Dec 1978)",Brazil,,25-239,1:50.27
15-Aug-2004,Cycling - Road Road race Women - Olympic Games 2004,54,,"Janildes Fernandes (BRA, 23 Aug 1980)",Brazil,,23-358,3:40:43
15-Aug-2004,Judo 52kg Women - Olympic Games 2004,18,,"Fabiane Hukuda-Strubreiter (AUT, 12 Jul 1981)",Brazil,,23-034,
15-Aug-2004,Judo 66kg Men - Olympic Games 2004,17,,"Henrique Guimaraes (BRA, 09 Sep 1972)",Brazil,,31-341,
15-Aug-2004,Shooting Trap Men - Olympic Games 2004,14,,"Rodrigo Bastos (BRA, 04 Jul 1967)",Brazil,,37-042,117
15-Aug-2004,Swimming 4 x 100m Freestyle Relay Men - Olympic Games 2004,12,,Brazil,Brazil,,25-361,3:20.20
15-Aug-2004,Swimming 100m Breaststroke Men - Olympic Games 2004,15,,"Eduardo Fischer (BRA, 25 Mar 1980)",Brazil,,24-143,1:02.07
15-Aug-2004,Swimming 400m Freestyle Women - Olympic Games 2004,19,,"Monique Ferreira (BRA, 29 Jun 1980)",Brazil,,24-047,4:13.75
14-Aug-2004,Cycling - Road Road race Men - Olympic Games 2004,59,,"Murilo Fischer (BRA, 16 Jun 1979)",Brazil,,25-059,5:50:35
14-Aug-2004,Cycling - Road Road race Men - Olympic Games 2004,DNF,,"Márcio May (BRA, 22 May 1972)",Brazil,,32-084,
14-Aug-2004,Cycling - Road Road race Men - Olympic Games 2004,DNF,,"Luciano Pagliarini (BRA, 18 Apr 1978)",Brazil,,26-118,
14-Aug-2004,Fencing Individual Sabre Men - Olympic Games 2004,32,,"Renzo Agresta (BRA, 27 Jun 1985)",Brazil,,19-048,
14-Aug-2004,Judo 48kg Women - Olympic Games 2004,18,,"Daniela Polzin (BRA, 04 Mar 1979)",Brazil,,25-163,
14-Aug-2004,Judo 60kg Men - Olympic Games 2004,20,,"Alexandre Lee (BRA, 02 Sep 1977)",Brazil,,26-347,
14-Aug-2004,Swimming 4 x 100m Freestyle Relay Women - Olympic Games 2004,11,,Brazil,Brazil,,22-081,3:45.38
14-Aug-2004,Swimming 400m Freestyle Men - Olympic Games 2004,34,,"Bruno Bonfim (BRA, 18 May 1979)",Brazil,,25-088,3:59.96
14-Aug-2004,Swimming 400m Individual Medley Men - Olympic Games 2004,17,,"Thiago Pereira (BRA, 26 Jan 1986)",Brazil,,18-201,4:22.06
14-Aug-2004,Swimming 400m Individual Medley Men - Olympic Games 2004,19,,"Lucas Salatta (BRA, 27 Apr 1987)",Brazil,,17-109,4:23.01
14-Aug-2004,Swimming 400m Individual Medley Women - Olympic Games 2004,5,,"Joanna Maranhão (BRA, 29 Apr 1987)",Brazil,,17-107,4:40.00
01-Oct-2000,Athletics Marathon Men - Olympic Games 2000,75,,"Vanderlei de Lima (BRA, 11 Aug 1969)",Brazil,,31-051,2:37:08
01-Oct-2000,Athletics Marathon Men - Olympic Games 2000,DNF,,"Eder Fialho (BRA, 04 May 1973)",Brazil,,27-150,
01-Oct-2000,Athletics Marathon Men - Olympic Games 2000,DNF,,"Osmiro Silva (BRA, 09 Oct 1961)",Brazil,,38-358,
01-Oct-2000,Boxing Featherweight Men - Olympic Games 2000,9,,"Vlademir Dos Santos Pereira (BRA, 15 Nov 1974)",Brazil,,25-321,
01-Oct-2000,Boxing Light Heavyweight Men - Olympic Games 2000,17,,"Laudelino Barros (BRA, 29 Jun 1975)",Brazil,,25-094,
01-Oct-2000,Equestrian - Jumping Individual Open - Olympic Games 2000,4,,Johannpeter (Calei Joter),Brazil,,37-198,8.00
01-Oct-2000,Equestrian - Jumping Individual Open - Olympic Games 2000,27,,Pessoa (Baloubet Du Rouet),Brazil,,27-307,36.00
01-Oct-2000,Equestrian - Jumping Individual Open - Olympic Games 2000,33,,De Azevedo (Ralph W),Brazil,,47-045,16.00
01-Oct-2000,Equestrian - Jumping Individual Open - Olympic Games 2000,51,,de Miranda (Arisco Aspen),Brazil,,27-239,40.75
01-Oct-2000,Handball Team Women - Olympic Games 2000,8,,Brazil,Brazil,,26-038,
01-Oct-2000,Volleyball Team Men - Olympic Games 2000,6,,Brazil,Brazil,,27-180,
30-Sep-2000,Athletics 4 x 100m Relay Men - Olympic Games 2000,2,S,Brazil,Brazil,,27-059,37.90
30-Sep-2000,Athletics Javelin Throw Women - Olympic Games 2000,23,,"Sueli Santos (BRA, 08 Jan 1965)",Brazil,,35-266,56.27
30-Sep-2000,Basketball Team Women - Olympic Games 2000,3,B,Brazil,Brazil,,26-127,
30-Sep-2000,Boxing Lightweight Men - Olympic Games 2000,17,,"Agnaldo Magalhaes (BRA, 07 Mar 1976)",Brazil,,24-207,
30-Sep-2000,Boxing Middleweight Men - Olympic Games 2000,17,,"Cleiton Conceicao (BRA, 01 Nov 1979)",Brazil,,20-334,
30-Sep-2000,Canoe Sprint K1 1000m Men - Olympic Games 2000,30,,"Roger Caumo (BRA, 20 Apr 1979)",Brazil,,21-163,3:52.082
30-Sep-2000,Canoe Sprint K2 1000m Men - Olympic Games 2000,12,,Campos / Cuattrin,Brazil,,24-239,3:22.496
30-Sep-2000,Diving 10m Platform Men - Olympic Games 2000,28,,"Cassius Duran (BRA, 31 May 1979)",Brazil,,21-122,331.86
30-Sep-2000,Equestrian - Dressage Individual Open - Olympic Games 2000,47,,Ferreira Da Rocha (Quixote Lanciano),Brazil,,55-013,54.00
30-Sep-2000,Football Team Men - Olympic Games 2000,7,,Brazil,Brazil,,22-022,
30-Sep-2000,Gymnastics - Rhythmic Group All-Around Women - Olympic Games 2000,8,,Brazil,Brazil,,19-349,38.266
30-Sep-2000,Sailing Finn Men - Olympic Games 2000,11,,"Christoph Bergmann (BRA, 10 May 1963)",Brazil,,37-143,84
30-Sep-2000,Volleyball Team Women - Olympic Games 2000,3,B,Brazil,Brazil,,26-079,
29-Sep-2000,Athletics 1500m Men - Olympic Games 2000,17,,"Hudson De Souza (BRA, 25 Feb 1977)",Brazil,,23-217,3:41.00
29-Sep-2000,Athletics Long Jump Women - Olympic Games 2000,24,,"Maurren Maggi (BRA, 25 Jun 1976)",Brazil,,24-096,6.35
29-Sep-2000,Athletics Long Jump Women - Olympic Games 2000,NoM,,"Luciana Dos Santos (BRA, 10 Feb 1970)",Brazil,,30-232,
28-Sep-2000,Athletics 200m Men - Olympic Games 2000,6,,"Claudinei da Silva (BRA, 19 Nov 1970)",Brazil,,29-314,20.28
28-Sep-2000,Athletics 200m Men - Olympic Games 2000,34,,"André da Silva (BRA, 26 Nov 1972)",Brazil,,27-307,20.95
28-Sep-2000,Athletics Long Jump Men - Olympic Games 2000,43,,"Nélson Ferreira (BRA, 01 Jan 1973)",Brazil,,27-271,7.32
28-Sep-2000,Diving 3m Springboard Women - Olympic Games 2000,35,,"Juliana Veloso (BRA, 22 Dec 1980)",Brazil,,19-281,220.62
28-Sep-2000,Equestrian - Jumping Team Open - Olympic Games 2000,3,B,Brazil,Brazil,,35-012,24
28-Sep-2000,Football Team Women - Olympic Games 2000,4,,Brazil,Brazil,,23-320,
28-Sep-2000,Sailing 470 Men - Olympic Games 2000,26,,A. Paradeda / Fonseca,Brazil,,24-363,171
28-Sep-2000,Sailing 470 Women - Olympic Games 2000,19,,Oliveira Horn / Krahe,Brazil,,24-349,143
28-Sep-2000,Taekwondo Featherweight 49-57kg Women - Olympic Games 2000,10,,"Carmen Carolina (BRA, 12 Oct 1979)",Brazil,,20-352,
28-Sep-2000,Tennis Doubles Women - Olympic Games 2000,9,,Cortez / Menga,Brazil,,22-303,
28-Sep-2000,Tennis Singles Men - Olympic Games 2000,5,,"Gustavo Kuerten (BRA, 10 Sep 1976)",Brazil,,24-018,
27-Sep-2000,Athletics 400m Hurdles Men - Olympic Games 2000,5,,"Eronilde de Araújo (BRA, 31 Dec 1970)",Brazil,,29-271,48.34
27-Sep-2000,Athletics 800m Men - Olympic Games 2000,20,,"Osmar Dos Santos (BRA, 20 Oct 1968)",Brazil,,31-343,1:47.68
27-Sep-2000,Cycling - Road Road race Men - Olympic Games 2000,88,,"Murilo Fischer (BRA, 16 Jun 1979)",Brazil,,21-103,5:52:47
27-Sep-2000,Tennis Doubles Men - Olympic Games 2000,17,,Kuerten / Oncins,Brazil,,27-060,
26-Sep-2000,Artistic Swimming Duet Women - Olympic Games 2000,12,,C. de Moraes / I. de Moraes,Brazil,,20-174,90.743
26-Sep-2000,Beach Volleyball Team Men - Olympic Games 2000,2,S,Ricardo / Zé Marco,Brazil,,27-229,
26-Sep-2000,Beach Volleyball Team Men - Olympic Games 2000,9,,Emanuel / Loiola,Brazil,,28-356,
26-Sep-2000,Cycling - Road Road race Women - Olympic Games 2000,44,,"Cláudia Saintagne (BRA, 08 Nov 1962)",Brazil,,37-323,3:24:19
26-Sep-2000,Cycling - Road Road race Women - Olympic Games 2000,49,,"Janildes Fernandes (BRA, 23 Aug 1980)",Brazil,,20-034,3:35:12
26-Sep-2000,Diving 3m Springboard Men - Olympic Games 2000,14,,"Cassius Duran (BRA, 31 May 1979)",Brazil,,21-118,598.14
25-Sep-2000,Athletics 110m Hurdles Men - Olympic Games 2000,18,,"Márcio De Souza (BRA, 24 Jan 1975)",Brazil,,25-245,13.71
25-Sep-2000,Athletics 400m Men - Olympic Games 2000,4,,"Sanderlei Parrela (BRA, 07 Oct 1974)",Brazil,,25-354,45.01
25-Sep-2000,Beach Volleyball Team Women - Olympic Games 2000,2,S,Adriana Behar / Shelda,Brazil,,29-246,
25-Sep-2000,Beach Volleyball Team Women - Olympic Games 2000,3,B,Adriana Samuel / Sandra Pires,Brazil,,30-317,
25-Sep-2000,Gymnastics - Artistic Beam Women - Olympic Games 2000,30,,"Daniele Hypólito (BRA, 08 Sep 1984)",Brazil,,16-017,9.462
25-Sep-2000,Gymnastics - Artistic Beam Women - Olympic Games 2000,55,,"Camila Comin (BRA, 31 Mar 1983)",Brazil,,17-178,9.200
25-Sep-2000,Gymnastics - Artistic Floor Exercise Women - Olympic Games 2000,43,,"Daniele Hypólito (BRA, 08 Sep 1984)",Brazil,,16-017,9.262
25-Sep-2000,Gymnastics - Artistic Floor Exercise Women - Olympic Games 2000,74,,"Camila Comin (BRA, 31 Mar 1983)",Brazil,,17-178,8.562
25-Sep-2000,Table Tennis Singles Men - Olympic Games 2000,33,,"Hugo Hoyama (BRA, 09 May 1969)",Brazil,,31-139,
24-Sep-2000,Athletics Triple Jump Women - Olympic Games 2000,24,,"Luciana Dos Santos (BRA, 10 Feb 1970)",Brazil,,30-227,13.48
24-Sep-2000,Diving 10m Platform Women - Olympic Games 2000,19,,"Juliana Veloso (BRA, 22 Dec 1980)",Brazil,,19-277,266.04
24-Sep-2000,Gymnastics - Artistic Uneven Bars Women - Olympic Games 2000,45,,"Camila Comin (BRA, 31 Mar 1983)",Brazil,,17-177,9.450
24-Sep-2000,Gymnastics - Artistic Uneven Bars Women - Olympic Games 2000,68,,"Daniele Hypólito (BRA, 08 Sep 1984)",Brazil,,16-016,9.062
24-Sep-2000,Gymnastics - Artistic Vault Women - Olympic Games 2000,29,,"Daniele Hypólito (BRA, 08 Sep 1984)",Brazil,,16-016,9.325
24-Sep-2000,Gymnastics - Artistic Vault Women - Olympic Games 2000,54,,"Camila Comin (BRA, 31 Mar 1983)",Brazil,,17-177,9.112
24-Sep-2000,Mountain Bike Cross Country Men - Olympic Games 2000,DNF,,"Renato Seabra (BRA, 25 Apr 1978)",Brazil,,22-152,
24-Sep-2000,Table Tennis Singles Women - Olympic Games 2000,49,,"Ligia Silva (BRA, 06 Mar 1981)",Brazil,,19-202,
23-Sep-2000,Athletics 100m Men - Olympic Games 2000,22,,"Vicente de Lima (BRA, 04 Jun 1977)",Brazil,,23-111,10.28
23-Sep-2000,Athletics 100m Men - Olympic Games 2000,35,,"Cláudio De Souza (BRA, 14 Oct 1973)",Brazil,,26-345,10.47
23-Sep-2000,Athletics 100m Men - Olympic Games 2000,44,,"Raphael de Oliveira (BRA, 05 Feb 1979)",Brazil,,21-231,10.44
23-Sep-2000,Rowing Single Sculls Men - Olympic Games 2000,13,,"Anderson Nocetti (BRA, 05 Mar 1974)",Brazil,,26-202,7:01.89
23-Sep-2000,Swimming 4 x 100m Medley Relay Men - Olympic Games 2000,12,,Brazil,Brazil,,24-323,3:42.31
23-Sep-2000,Swimming 1500m Freestyle Men - Olympic Games 2000,18,,"Luiz Lima (BRA, 10 Dec 1977)",Brazil,,22-288,15:23.15
22-Sep-2000,Equestrian - Eventing Individual Open - Olympic Games 2000,21,,Parro (Feline),Brazil,,21-109,147.80
22-Sep-2000,Equestrian - Eventing Individual Open - Olympic Games 2000,RET,,Macedo (Fricote),Brazil,,,
22-Sep-2000,Judo +78kg Women - Olympic Games 2000,7,,"Priscila Marques (BRA, 17 May 1978)",Brazil,,22-128,
22-Sep-2000,Judo +100kg Men - Olympic Games 2000,9,,"Daniel Andrey Hernandes (BRA, 16 Apr 1979)",Brazil,,21-159,
22-Sep-2000,Swimming 50m Freestyle Men - Olympic Games 2000,20,,"Fernando Scherer (BRA, 06 Oct 1974)",Brazil,,25-352,22.88
22-Sep-2000,Swimming 50m Freestyle Men - Olympic Games 2000,23,,"Edvaldo Valério (BRA, 20 Apr 1978)",Brazil,,22-155,22.96
21-Sep-2000,Gymnastics - Artistic Individual All-Around Women - Olympic Games 2000,20,,"Daniele Hypólito (BRA, 08 Sep 1984)",Brazil,,16-013,37.337
21-Sep-2000,Gymnastics - Artistic Individual All-Around Women - Olympic Games 2000,49,,"Camila Comin (BRA, 31 Mar 1983)",Brazil,,17-174,36.324
21-Sep-2000,Judo 78kg Women - Olympic Games 2000,7,,"Edinanci Silva (BRA, 23 Aug 1976)",Brazil,,24-029,
21-Sep-2000,Judo 100kg Men - Olympic Games 2000,7,,"Mario Sabino Jr (BRA, 23 Sep 1972)",Brazil,,27-364,
21-Sep-2000,Swimming 200m Backstroke Men - Olympic Games 2000,7,,"Rogério Romero (BRA, 22 Nov 1969)",Brazil,,30-304,1:59.27
21-Sep-2000,Swimming 200m Backstroke Men - Olympic Games 2000,14,,"Leonardo Costa (BRA, 12 May 1977)",Brazil,,23-132,2:02.26
20-Sep-2000,Fencing Individual Foil Men - Olympic Games 2000,37,,"Marco Martins (BRA, 01 Jun 1973)",Brazil,,27-111,
20-Sep-2000,Judo 90kg Men - Olympic Games 2000,2,S,"Carlos-Eduardo Honorato (BRA, 09 Nov 1974)",Brazil,,25-316,
20-Sep-2000,Swimming 100m Freestyle Men - Olympic Games 2000,16,,"Gustavo Borges (BRA, 02 Dec 1972)",Brazil,,27-293,49.93
20-Sep-2000,Swimming 100m Freestyle Men - Olympic Games 2000,DNS,,"Fernando Scherer (BRA, 06 Oct 1974)",Brazil,,25-350,
19-Sep-2000,Equestrian - Eventing Team Open - Olympic Games 2000,6,,Brazil,Brazil,,29-241,333.00
19-Sep-2000,Judo 63kg Women - Olympic Games 2000,7,,"Vânia Ishii (BRA, 19 Aug 1973)",Brazil,,27-031,
19-Sep-2000,Judo 81kg Men - Olympic Games 2000,22,,"Marcel Aragao (BRA, 24 Mar 1978)",Brazil,,22-179,
19-Sep-2000,Swimming 4 x 200m Freestyle Relay Men - Olympic Games 2000,13,,Brazil,Brazil,,22-211,7:26.42
18-Sep-2000,Canoe Slalom C1 Men - Olympic Games 2000,14,,"Cássio Ramon Petry (BRA, 12 May 1978)",Brazil,,22-129,293.72
18-Sep-2000,Judo 57kg Women - Olympic Games 2000,9,,"Tânia Ferreira (BRA, 17 Jul 1974)",Brazil,,26-063,
18-Sep-2000,Judo 73kg Men - Olympic Games 2000,2,S,"Tiago Camilo (BRA, 24 May 1982)",Brazil,,18-117,
18-Sep-2000,Swimming 100m Backstroke Men - Olympic Games 2000,13,,"Alexandre Massura (BRA, 19 Jun 1975)",Brazil,,25-091,56.07
18-Sep-2000,Swimming 100m Backstroke Men - Olympic Games 2000,23,,"Rogério Romero (BRA, 22 Nov 1969)",Brazil,,30-301,56.44
18-Sep-2000,Swimming 100m Backstroke Women - Olympic Games 2000,24,,"Fabiola Molina (BRA, 22 May 1975)",Brazil,,25-119,1:03.68
18-Sep-2000,Swimming 100m Breaststroke Men - Olympic Games 2000,31,,"Eduardo Fischer (BRA, 25 Mar 1980)",Brazil,,20-177,1:03.72
18-Sep-2000,Swimming 200m Freestyle Men - Olympic Games 2000,33,,"Rodrigo Castro (BRA, 21 Dec 1978)",Brazil,,21-272,1:53.65
17-Sep-2000,Judo 66kg Men - Olympic Games 2000,9,,"Henrique Guimaraes (BRA, 09 Sep 1972)",Brazil,,28-008,
17-Sep-2000,Swimming 100m Butterfly Women - Olympic Games 2000,36,,"Fabiola Molina (BRA, 22 May 1975)",Brazil,,25-118,1:02.77
17-Sep-2000,Triathlon Olympic Distance Men - Olympic Games 2000,14,,"Leandro Macedo (BRA, 20 Mar 1968)",Brazil,,32-181,1:49:50.69
17-Sep-2000,Triathlon Olympic Distance Men - Olympic Games 2000,22,,"Juraci Moreira (BRA, 02 May 1979)",Brazil,,21-138,1:50:44.79
17-Sep-2000,Triathlon Olympic Distance Men - Olympic Games 2000,39,,"Armando Barcellos (BRA, 06 Feb 1966)",Brazil,,34-224,1:53:42.63
16-Sep-2000,Judo 48kg Women - Olympic Games 2000,9,,"Mariana Martins (BRA, 11 Feb 1983)",Brazil,,17-218,
16-Sep-2000,Judo 60kg Men - Olympic Games 2000,21,,"Lourenco Denilson (BRA, 11 May 1977)",Brazil,,23-128,
16-Sep-2000,Swimming 4 x 100m Freestyle Relay Men - Olympic Games 2000,3,B,Brazil,Brazil,,24-037,3:17.40
16-Sep-2000,Swimming 400m Freestyle Men - Olympic Games 2000,17,,"Luiz Lima (BRA, 10 Dec 1977)",Brazil,,22-281,3:53.87
16-Sep-2000,Triathlon Olympic Distance Women - Olympic Games 2000,11,,"Sandra Soldan (BRA, 27 Dec 1973)",Brazil,,26-264,2:03:19.86
16-Sep-2000,Triathlon Olympic Distance Women - Olympic Games 2000,DNF,,"Carla Moreno (BRA, 19 Sep 1976)",Brazil,,23-363,
16-Sep-2000,Triathlon Olympic Distance Women - Olympic Games 2000,DNF,,"Mariana Ohata (BRA, 26 Oct 1978)",Brazil,,21-326,
04-Aug-1996,Athletics Marathon Men - Olympic Games 1996,10,,"Luiz Dos Santos (BRA, 06 Sep 1964)",Brazil,,31-333,2:15:55
04-Aug-1996,Athletics Marathon Men - Olympic Games 1996,47,,"Vanderlei de Lima (BRA, 11 Aug 1969)",Brazil,,26-359,2:21:01
04-Aug-1996,Athletics Marathon Men - Olympic Games 1996,73,,"Diamantino Dos Santos (BRA, 03 Feb 1961)",Brazil,,35-183,2:26:53
04-Aug-1996,Basketball Team Women - Olympic Games 1996,2,S,Brazil,Brazil,,27-014,
